video_id,creator,title,local_video,clip_path,start_seconds,end_seconds,moment_bucket,role_tag,clip_priority,visual_evidence,on_screen_text,spoken_evidence,why_this_moment_matters,mumuki_reuse_note
7618385031932808462,@scottyscheller,Honey Health Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-scottyscheller-7618385031932808462.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/scottyscheller__honey-health-hook__7618385031932808462_v3_31flashlite/beat-02.mp4,12.0,14.5,texture_demonstration,texture-appeal,2,"The creator holds the jar up to the camera, showing the honey dripping slowly off the spoon.",SUPERFOOD HONEY,This is superfood honey.,"Highlights the premium, raw, and natural quality of the ingredient.",Show the ampoule's texture dripping from a dropper to emphasize its concentrated formula.
7618385031932808462,@scottyscheller,Honey Health Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-scottyscheller-7618385031932808462.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/scottyscheller__honey-health-hook__7618385031932808462_v3_31flashlite/beat-03.mp4,15.0,17.5,texture_demonstration,texture-appeal,3,"Extreme close-up of the honey being stirred in the jar, showing its thick, golden, and sticky consistency.",,,"Visualizes the 'medical grade' quality through texture, which is highly satisfying to watch.",Use a macro shot of the ampoule being swirled to highlight the honey-banana blend's viscosity.
7618385031932808462,@scottyscheller,Honey Health Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-scottyscheller-7618385031932808462.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/scottyscheller__honey-health-hook__7618385031932808462_v3_31flashlite/beat-04.mp4,29.5,32.0,texture_demonstration,texture-appeal,4,"The creator holds the spoon with the honey dripping down, focusing on the slow, continuous flow.",,,The slow-motion effect of the honey flow is visually hypnotic and emphasizes purity.,Create a slow-motion shot of the ampoule serum dripping to convey a sense of luxury and potency.
7618385031932808462,@scottyscheller,Honey Health Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-scottyscheller-7618385031932808462.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/scottyscheller__honey-health-hook__7618385031932808462_v3_31flashlite/beat-05.mp4,33.0,35.5,hook_moment,stop-power,5,"Another angle of the honey dripping from the spoon, highlighting the golden color and clarity.",,"If you want to get rid of your allergies, this is the hack for you.",Strong visual hook combined with a 'hack' claim that drives curiosity.,Use this as a B-roll to support a 'skincare hack' claim for the ampoule.
7621189679148272928,@iamedsonbrandao,Frozen Banana Lift Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-iamedsonbrandao-7621189679148272928.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/iamedsonbrandao__frozen-banana-lift-hack__7621189679148272928_v3_31flashlite/beat-01.mp4,0.0,3.0,hook_moment,stop-power,1,"The creator holds two halves of a frozen, dark-spotted banana directly in front of the camera.",I'M 59 AND PEOPLE THINK I'M 30 BOTOX NATURAL Frozen Banana,,The visual of a frozen banana used for skincare is highly unconventional and immediately grabs attention.,Use a similar 'What is this?' opening shot with the MUMUKI ampoule to create curiosity.
7621189679148272928,@iamedsonbrandao,Frozen Banana Lift Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-iamedsonbrandao-7621189679148272928.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/iamedsonbrandao__frozen-banana-lift-hack__7621189679148272928_v3_31flashlite/beat-02.mp4,3.5,6.5,application_moment,visual-action,2,The creator rubs the frozen banana halves along his jawline in a lifting motion.,NATURAL GUA SHA LIFTS,,"Demonstrates a clear, actionable 'hack' that viewers can mimic, proving the interest in DIY banana skincare.",Show the application of the MUMUKI ampoule using a similar upward lifting motion on the jawline.
7621189679148272928,@iamedsonbrandao,Frozen Banana Lift Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-iamedsonbrandao-7621189679148272928.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/iamedsonbrandao__frozen-banana-lift-hack__7621189679148272928_v3_31flashlite/beat-03.mp4,10.5,13.0,application_moment,visual-action,3,The creator rubs the flat surface of the frozen banana directly onto his cheek.,HYDRATES,,Direct skin contact with the ingredient highlights the 'skincare' aspect of the hack.,Show the ampoule being applied directly to the cheek to emphasize hydration.
7621189679148272928,@iamedsonbrandao,Frozen Banana Lift Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-iamedsonbrandao-7621189679148272928.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/iamedsonbrandao__frozen-banana-lift-hack__7621189679148272928_v3_31flashlite/beat-04.mp4,17.0,20.0,application_moment,visual-action,4,The creator presses the frozen banana halves under his eyes.,SOOTHES SKIN REDUCES DARK CIRCLES,,Targets a specific pain point (dark circles) with a simple visual action.,Show the ampoule being tapped gently under the eyes to address dark circles.
7621189679148272928,@iamedsonbrandao,Frozen Banana Lift Hack,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-iamedsonbrandao-7621189679148272928.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/iamedsonbrandao__frozen-banana-lift-hack__7621189679148272928_v3_31flashlite/beat-05.mp4,26.5,29.5,application_moment,visual-action,5,The creator rubs the banana on his neck in an upward motion.,GIVES A GLOW ✨,,"Focuses on the 'glow' result, which is a key benefit for skincare products.",Show the ampoule being applied to the neck to demonstrate the 'glow' effect.
7627186004625018134,@zack.chug,Banana vs t0x Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-zack.chug-7627186004625018134.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/zack-chug__banana-vs-t0x-hook__7627186004625018134_v3_31flashlite/beat-01.mp4,6.5,9.0,hook_moment,stop-power,1,"The creator is aggressively rubbing a banana peel directly onto his face, with mashed banana residue sticking to his skin.",WHEN YOU USE BANANA PEEL ON YOUR FACE?,So what happens when you use banana peel on your face every day?,"High visual shock value; immediately establishes the DIY skincare angle with a relatable, slightly messy action.","Use this as a 'don't do this, do this instead' transition to introduce the MUMUKI ampoule as a cleaner, more effective alternative."
7627186004625018134,@zack.chug,Banana vs t0x Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-zack.chug-7627186004625018134.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/zack-chug__banana-vs-t0x-hook__7627186004625018134_v3_31flashlite/beat-02.mp4,17.0,19.5,product_application,texture-shot,2,"The creator pulls a thick, gooey, skin-like substance (representing the banana extract) away from his face, showing its sticky, viscous texture.",skin damage and ACNE,,The texture shot is highly satisfying and visually mimics the viscosity of a high-quality ampoule.,Replace the DIY mess with a close-up of the MUMUKI ampoule's texture being applied to the skin to highlight its premium consistency.
7627186004625018134,@zack.chug,Banana vs t0x Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-zack.chug-7627186004625018134.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/zack-chug__banana-vs-t0x-hook__7627186004625018134_v3_31flashlite/beat-03.mp4,26.5,29.5,product_application,texture-shot,3,"Close-up of the creator holding a thick, yellow, fibrous banana mash between his fingers, stretching it to show elasticity.",lock in moisture,,"Focuses on the 'moisture' benefit through a tactile, visual demonstration.",Use this to demonstrate the hydrating properties of the MUMUKI ampoule by showing the product's 'stretch' and absorption on the skin.
7627186004625018134,@zack.chug,Banana vs t0x Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-zack.chug-7627186004625018134.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/zack-chug__banana-vs-t0x-hook__7627186004625018134_v3_31flashlite/beat-04.mp4,35.5,38.5,product_application,application-shot,4,"The creator is applying a piece of banana directly to his forehead and cheek, then wiping it off with a tissue to reveal the skin underneath.",exfoliate dead skin cells,,"Shows the 'exfoliation' benefit in a very direct, DIY way that viewers find intriguing.","Transition from the messy DIY wipe to a clean, professional wipe-off of the MUMUKI ampoule to show immediate skin brightening."
7627186004625018134,@zack.chug,Banana vs t0x Hook,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/site/assets/videos/viral-zack.chug-7627186004625018134.mp4,/Users/borgrise/Desktop/codex/视频创作_重构版/01-内容生产/workspaces/MUMUKI_Creator_Reference_Hub/content/visual-hook-mining/clips/zack-chug__banana-vs-t0x-hook__7627186004625018134_v3_31flashlite/beat-05.mp4,42.5,45.0,product_application,texture-shot,5,"The creator peels a thick, mask-like layer of residue off his face, revealing the skin underneath.",it's potassium,,The 'peel-off' visual is a classic skincare trope that guarantees high retention.,"Use this as a satisfying 'reveal' moment after applying the MUMUKI ampoule to show a glowing, clean complexion."
